Men's Population (cookie = F),Women's Population (cookie = F),Men's Population (cookie = M),Women's Population (cookie = M),
82.84 ,128.61 ,98.87 ,153.14 
82.41 ,88.37 ,72.71 ,144.95 
83.33 ,100.26 ,73.93 ,142.47 
95.53 ,87.64 ,97.54 ,129.74 
83.09 ,84.64 ,86.78 ,129.19 
62.54 ,95.94 ,82.84 ,128.61 
89.98 ,90.76 ,68.30 ,126.90 
80.99 ,98.04 ,89.21 ,125.15 
81.75 ,63.42 ,86.74 ,125.04 
86.74 ,125.04 ,95.33 ,124.99 
88.48 ,92.50 ,79.54 ,123.55 
102.45 ,121.14 ,114.30 ,122.67
94.85 ,79.89 ,95.69 ,122.21 
86.66 ,99.39 ,86.47 ,122.05 
73.93 ,142.47 ,92.77 ,121.80 
69.78 ,81.95 ,89.81 ,121.43 
88.70 ,72.57 ,102.45 ,121.14 
104.67 ,86.80 ,101.27 ,120.75 
85.62 ,102.09 ,98.28 ,119.20 
83.41 ,105.40 ,107.24 ,118.55 
92.98 ,114.36 ,92.49 ,117.91 
63.20 ,91.14 ,90.25 ,117.83 
80.32 ,70.97 ,106.40 ,117.60 
92.36 ,88.47 ,91.01 ,116.00 
98.10 ,113.60 ,96.73 ,115.97 
81.39 ,101.98 ,99.86 ,115.60 
90.65 ,65.65 ,96.24 ,115.24 
88.72 ,94.47 ,78.31 ,114.52 
96.73 ,115.97 ,92.98 ,114.36 
68.30 ,126.90 ,98.10 ,113.60 
93.52 ,103.43 ,106.72 ,113.46 
62.28 ,99.64 ,118.99 ,112.94 
45.70 ,76.40 ,74.31 ,111.99 
75.90 ,82.35 ,108.90 ,110.51 
71.26 ,95.70 ,92.18 ,110.02 
98.14 ,102.55 ,81.25 ,109.91 
94.96 ,103.70 ,99.28 ,109.89 
66.71 ,87.83 ,84.32 ,109.32 
67.71 ,77.72 ,79.62 ,109.15 
69.97 ,83.33 ,80.56 ,107.99 
83.71 ,77.65 ,86.32 ,107.44 
80.59 ,104.65 ,57.07 ,107.34 
86.72 ,60.32 ,61.46 ,106.87 
97.28 ,90.00 ,76.50 ,106.86 
94.58 ,101.75 ,99.29 ,106.75 
90.25 ,117.83 ,105.43 ,106.59 
94.75 ,96.07 ,88.30 ,106.54 
92.18 ,110.02 ,74.50 ,106.46 
75.60 ,89.01 ,76.34 ,106.24 
74.24 ,83.83 ,92.32 ,105.92 
77.95 ,84.88 ,83.41 ,105.40 
92.49 ,117.91 ,95.50 ,105.09 
81.25 ,109.91 ,77.26 ,105.05 
120.04 ,102.31 ,82.12 ,104.72 
72.71 ,144.95 ,105.49 ,104.66 
68.52 ,94.51 ,80.59 ,104.65 
96.53 ,104.31 ,96.53 ,104.31 
106.33 ,99.61 ,92.75 ,104.25 
92.59 ,91.67 ,94.96 ,103.70 
97.54 ,129.74 ,49.36 ,103.51 
106.40 ,117.60 ,93.52 ,103.43 
83.59 ,74.01 ,90.52 ,103.42 
63.66 ,89.00 ,93.34 ,103.29 
77.02 ,101.43 ,98.14 ,102.55 
99.29 ,106.75 ,120.04 ,102.31 
63.34 ,74.77 ,92.84 ,102.23 
85.50 ,61.17 ,85.62 ,102.09 
88.80 ,66.40 ,84.97 ,101.99 
80.27 ,93.93 ,81.39 ,101.98 
95.85 ,93.45 ,68.24 ,101.89 
93.71 ,100.18 ,94.58 ,101.75 
119.82 ,83.45 ,77.02 ,101.43 
94.30 ,76.64 ,106.35 ,101.28 
75.86 ,64.65 ,110.87 ,100.86 
76.57 ,99.94 ,87.52 ,100.58 
72.53 ,100.55 ,72.53 ,100.55 
99.28 ,109.89 ,83.33 ,100.26 
76.50 ,106.86 ,93.71 ,100.18 
83.95 ,92.14 ,76.57 ,99.94 
96.24 ,115.24 ,108.00 ,99.76 
74.15 ,92.95 ,82.73 ,99.68 
80.60 ,85.09 ,62.28 ,99.64 
57.38 ,87.19 ,106.33 ,99.61 
68.76 ,86.23 ,83.17 ,99.40 
76.48 ,62.51 ,86.66 ,99.39 
91.24 ,97.34 ,75.88 ,99.30 
102.90 ,98.75 ,85.05 ,98.80 
84.72 ,89.57 ,102.90 ,98.75 
88.92 ,84.29 ,77.18 ,98.16 
87.52 ,100.58 ,80.99 ,98.04 
101.27 ,120.75 ,66.28 ,98.03 
98.40 ,95.57 ,91.24 ,97.34 
89.11 ,87.39 ,111.19 ,96.67 
69.84 ,86.13 ,115.30 ,96.46 
98.55 ,93.95 ,94.75 ,96.07 
90.72 ,76.03 ,62.54 ,95.94 
103.40 ,93.12 ,84.55 ,95.92 
84.55 ,95.92 ,71.26 ,95.70 
114.30 ,122.67 ,98.40 ,95.57 
79.62 ,109.15 ,92.79 ,95.36 
108.90 ,110.51 ,115.70 ,95.03 
86.73 ,84.31 ,75.59 ,95.02 
77.26 ,105.05 ,68.52 ,94.51 
68.07 ,77.91 ,88.72 ,94.47 
82.73 ,99.68 ,86.68 ,94.30 
106.35 ,101.28 ,98.55 ,93.95 
97.25 ,83.50 ,80.27 ,93.93 
95.33 ,124.99 ,59.10 ,93.87 
49.36 ,103.51 ,95.85 ,93.45 
95.66 ,66.46 ,92.37 ,93.26 
93.34 ,103.29 ,104.11 ,93.25 
76.75 ,88.89 ,103.40 ,93.12 
75.59 ,95.02 ,74.15 ,92.95 
84.97 ,101.99 ,84.34 ,92.80 
110.87 ,100.86 ,82.06 ,92.61 
69.17 ,64.41 ,88.48 ,92.50 
78.58 ,77.63 ,79.07 ,92.49 
105.43 ,106.59 ,102.00 ,92.25 
78.31 ,114.52 ,91.87 ,92.23 
79.54 ,123.55 ,83.95 ,92.14 
86.47 ,122.05 ,92.59 ,91.67 
66.38 ,64.17 ,88.45 ,91.24 
88.30 ,106.54 ,63.20 ,91.14 
66.86 ,66.26 ,89.98 ,90.76 
98.28 ,119.20 ,97.28 ,90.00 
85.05 ,98.80 ,84.72 ,89.57 
119.25 ,77.88 ,91.79 ,89.41 
89.21 ,125.15 ,77.31 ,89.28 
105.49 ,104.66 ,85.04 ,89.05 
65.45 ,66.63 ,75.60 ,89.01 
83.17 ,99.40 ,63.66 ,89.00 
89.85 ,84.03 ,76.75 ,88.89 
111.19 ,96.67 ,92.36 ,88.47 
59.79 ,88.02 ,82.41 ,88.37 
99.86 ,115.60 ,98.07 ,88.11 
93.87 ,73.65 ,59.79 ,88.02 
108.00 ,99.76 ,66.71 ,87.83 
95.69 ,122.21 ,95.53 ,87.64 
85.78 ,82.60 ,89.11 ,87.39 
77.18 ,98.16 ,57.38 ,87.19 
66.28 ,98.03 ,104.67 ,86.80 
87.93 ,84.65 ,100.23 ,86.74 
82.12 ,104.72 ,68.76 ,86.23 
115.30 ,96.46 ,69.84 ,86.13 
75.83 ,80.84 ,113.52 ,85.54 
89.81 ,121.43 ,88.92 ,85.45 
61.46 ,106.87 ,80.60 ,85.09 
79.07 ,92.49 ,77.95 ,84.88 
88.92 ,85.45 ,73.82 ,84.73 
97.36 ,83.23 ,87.93 ,84.65 
106.72 ,113.46 ,83.09 ,84.64 
84.34 ,92.80 ,86.73 ,84.31 
68.24 ,101.89 ,88.92 ,84.29 
91.87 ,92.23 ,89.85 ,84.03 
92.75 ,104.25 ,117.29 ,83.89 
92.37 ,93.26 ,74.24 ,83.83 
74.50 ,106.46 ,70.08 ,83.62 
102.00 ,92.25 ,97.25 ,83.50 
86.32 ,107.44 ,94.11 ,83.47 
95.50 ,105.09 ,119.82 ,83.45 
104.11 ,93.25 ,69.97 ,83.33 
94.14 ,82.10 ,97.36 ,83.23 
89.30 ,80.90 ,90.71 ,83.11 
117.29 ,83.89 ,85.78 ,82.60 
88.66 ,80.23 ,62.75 ,82.55 
80.56 ,107.99 ,75.90 ,82.35 
86.68 ,94.30 ,94.14 ,82.10 
107.24 ,118.55 ,69.78 ,81.95 
86.78 ,129.19 ,89.30 ,80.90 
92.79 ,95.36 ,75.83 ,80.84 
102.94 ,71.78 ,88.66 ,80.23 
77.31 ,89.28 ,94.85 ,79.89 
59.10 ,93.87 ,68.07 ,77.91 
89.49 ,72.67 ,119.25 ,77.88 
88.45 ,91.24 ,67.71 ,77.72 
75.88 ,99.30 ,83.71 ,77.65 
98.07 ,88.11 ,78.58 ,77.63 
94.11 ,83.47 ,100.41 ,77.13 
70.08 ,83.62 ,94.30 ,76.64 
92.77 ,121.80 ,45.70 ,76.40 
82.06 ,92.61 ,90.72 ,76.03 
62.75 ,82.55 ,63.34 ,74.77 
91.79 ,89.41 ,83.59 ,74.01 
84.32 ,109.32 ,93.87 ,73.65 
73.82 ,84.73 ,89.49 ,72.67 
92.84 ,102.23 ,88.70 ,72.57 
92.32 ,105.92 ,102.94 ,71.78 
76.34 ,106.24 ,80.32 ,70.97 
91.01 ,116.00 ,65.45 ,66.63 
100.23 ,86.74 ,95.66 ,66.46 
74.31 ,111.99 ,88.80 ,66.40 
90.71 ,83.11 ,66.86 ,66.26 
85.04 ,89.05 ,90.65 ,65.65 
118.99 ,112.94 ,75.86 ,64.65 
57.07 ,107.34 ,69.17 ,64.41 
115.70 ,95.03 ,66.38 ,64.17 
100.41 ,77.13 ,81.75 ,63.42 
90.52 ,103.42 ,76.48 ,62.51 
